transaction_id,date,store_id,product_id,units_sold,unit_price,total_revenue
TXN000198,2026-06-03,STR003,PRD001,6,49.99,299.94
TXN000199,2026-06-03,STR003,PRD002,5,89.99,449.95
TXN000200,2026-06-03,STR003,PRD003,4,179.99,719.96
TXN000201,2026-06-03,STR003,PRD004,6,34.99,209.94
TXN000202,2026-06-03,STR003,PRD005,3,329.99,989.97
TXN000203,2026-06-03,STR003,PRD006,3,24.99,74.97
TXN000204,2026-06-03,STR003,PRD007,7,39.99,279.93
TXN000205,2026-06-03,STR003,PRD008,3,79.99,239.97
TXN000206,2026-06-03,STR003,PRD009,4,19.99,79.96
TXN000207,2026-06-03,STR003,PRD010,3,219.99,659.97
TXN000208,2026-06-03,STR003,PRD011,8,16.99,135.92
TXN000209,2026-06-03,STR003,PRD012,4,119.99,479.96
TXN000210,2026-06-03,STR003,PRD013,9,9.99,89.91
TXN000211,2026-06-03,STR003,PRD014,10,44.99,449.9
TXN000212,2026-06-03,STR003,PRD015,5,34.99,174.95
TXN000213,2026-06-03,STR003,PRD016,14,13.99,195.86
TXN000214,2026-06-03,STR003,PRD017,9,22.99,206.91
TXN000215,2026-06-03,STR003,PRD018,11,4.99,54.89
TXN000216,2026-06-03,STR003,PRD019,8,10.99,87.92
TXN000217,2026-06-03,STR003,PRD020,9,14.99,134.91
TXN000218,2026-06-03,STR003,PRD021,11,12.99,142.89
TXN000219,2026-06-03,STR003,PRD022,10,32.99,329.9
TXN000220,2026-06-03,STR003,PRD023,9,24.99,224.91
TXN000221,2026-06-03,STR003,PRD024,8,27.99,223.92
TXN000222,2026-06-03,STR003,PRD025,10,42.99,429.9
TXN000223,2026-06-04,STR001,PRD001,3,49.99,149.97
TXN000224,2026-06-04,STR001,PRD002,4,89.99,359.96
TXN000225,2026-06-04,STR001,PRD003,3,179.99,539.97
TXN000226,2026-06-04,STR001,PRD004,3,34.99,104.97
TXN000227,2026-06-04,STR001,PRD005,4,329.99,1319.96
TXN000228,2026-06-04,STR001,PRD006,6,24.99,149.94
TXN000229,2026-06-04,STR001,PRD007,5,39.99,199.95
TXN000230,2026-06-04,STR001,PRD008,3,79.99,239.97
TXN000231,2026-06-04,STR001,PRD009,3,19.99,59.97
TXN000232,2026-06-04,STR001,PRD010,6,219.99,1319.94
TXN000233,2026-06-04,STR001,PRD011,8,16.99,135.92
TXN000234,2026-06-04,STR001,PRD012,4,119.99,479.96
TXN000235,2026-06-04,STR001,PRD013,4,9.99,39.96
TXN000236,2026-06-04,STR001,PRD014,8,44.99,359.92
TXN000237,2026-06-04,STR001,PRD015,5,34.99,174.95
TXN000238,2026-06-04,STR001,PRD016,16,13.99,223.84
TXN000239,2026-06-04,STR001,PRD017,12,22.99,275.88
TXN000240,2026-06-04,STR001,PRD018,14,4.99,69.86
TXN000241,2026-06-04,STR001,PRD019,13,10.99,142.87
TXN000242,2026-06-04,STR001,PRD020,9,14.99,134.91
TXN000243,2026-06-04,STR001,PRD021,8,12.99,103.92
TXN000244,2026-06-04,STR001,PRD022,10,32.99,329.9
TXN000245,2026-06-04,STR001,PRD023,9,24.99,224.91
TXN000246,2026-06-04,STR001,PRD024,7,27.99,195.93
TXN000247,2026-06-04,STR001,PRD025,12,42.99,515.88
TXN000248,2026-06-04,STR002,PRD001,6,49.99,299.94
TXN000249,2026-06-04,STR002,PRD002,4,89.99,359.96
TXN000250,2026-06-04,STR002,PRD003,6,179.99,1079.94
TXN000251,2026-06-04,STR002,PRD004,6,34.99,209.94
TXN000252,2026-06-04,STR002,PRD005,2,329.99,659.98
TXN000253,2026-06-04,STR002,PRD006,8,24.99,199.92
TXN000254,2026-06-04,STR002,PRD007,7,39.99,279.93
TXN000255,2026-06-04,STR002,PRD008,5,79.99,399.95
TXN000256,2026-06-04,STR002,PRD009,8,19.99,159.92
TXN000257,2026-06-04,STR002,PRD010,3,219.99,659.97
TXN000258,2026-06-04,STR002,PRD011,5,16.99,84.95
TXN000259,2026-06-04,STR002,PRD013,4,9.99,39.96
TXN000260,2026-06-04,STR002,PRD014,9,44.99,404.91
TXN000261,2026-06-04,STR002,PRD015,8,34.99,279.92
TXN000262,2026-06-04,STR002,PRD016,10,13.99,139.9
TXN000263,2026-06-04,STR002,PRD017,12,22.99,275.88
TXN000264,2026-06-04,STR002,PRD018,16,4.99,79.84
TXN000265,2026-06-04,STR002,PRD019,11,10.99,120.89
TXN000266,2026-06-04,STR002,PRD020,13,14.99,194.87
TXN000267,2026-06-04,STR002,PRD021,8,12.99,103.92
TXN000268,2026-06-04,STR002,PRD022,9,32.99,296.91
TXN000269,2026-06-04,STR002,PRD023,12,24.99,299.88
TXN000270,2026-06-04,STR002,PRD024,9,27.99,251.91
TXN000271,2026-06-04,STR002,PRD025,5,42.99,214.95
TXN000272,2026-06-04,STR003,PRD001,2,49.99,99.98
TXN000273,2026-06-04,STR003,PRD002,5,89.99,449.95
TXN000274,2026-06-04,STR003,PRD003,3,179.99,539.97
TXN000275,2026-06-04,STR003,PRD004,2,34.99,69.98
TXN000276,2026-06-04,STR003,PRD005,2,329.99,659.98
TXN000277,2026-06-04,STR003,PRD006,5,24.99,124.95
TXN000278,2026-06-04,STR003,PRD007,4,39.99,159.96
TXN000279,2026-06-04,STR003,PRD008,8,79.99,639.92
TXN000280,2026-06-04,STR003,PRD009,5,19.99,99.95
TXN000281,2026-06-04,STR003,PRD010,4,219.99,879.96
TXN000282,2026-06-04,STR003,PRD011,7,16.99,118.93
TXN000283,2026-06-04,STR003,PRD012,8,119.99,959.92
TXN000284,2026-06-04,STR003,PRD013,7,9.99,69.93
TXN000285,2026-06-04,STR003,PRD014,8,44.99,359.92
TXN000286,2026-06-04,STR003,PRD015,4,34.99,139.96
TXN000287,2026-06-04,STR003,PRD016,9,13.99,125.91
TXN000288,2026-06-04,STR003,PRD017,9,22.99,206.91
TXN000289,2026-06-04,STR003,PRD018,10,4.99,49.9
TXN000290,2026-06-04,STR003,PRD019,16,10.99,175.84
TXN000291,2026-06-04,STR003,PRD020,8,14.99,119.92
TXN000292,2026-06-04,STR003,PRD021,10,12.99,129.9
TXN000293,2026-06-04,STR003,PRD022,7,32.99,230.93
TXN000294,2026-06-04,STR003,PRD023,11,24.99,274.89
TXN000295,2026-06-04,STR003,PRD024,7,27.99,195.93
TXN000296,2026-06-04,STR003,PRD025,5,42.99,214.95
TXN000297,2026-06-05,STR001,PRD001,4,49.99,199.96
TXN000298,2026-06-05,STR001,PRD002,4,89.99,359.96
TXN000299,2026-06-05,STR001,PRD003,2,179.99,359.98
TXN000300,2026-06-05,STR001,PRD004,4,34.99,139.96
TXN000301,2026-06-05,STR001,PRD005,3,329.99,989.97
TXN000302,2026-06-05,STR001,PRD006,8,24.99,199.92
TXN000303,2026-06-05,STR001,PRD007,4,39.99,159.96
TXN000304,2026-06-05,STR001,PRD008,8,79.99,639.92
TXN000305,2026-06-05,STR001,PRD009,3,19.99,59.97
TXN000306,2026-06-05,STR001,PRD010,5,219.99,1099.95
TXN000307,2026-06-05,STR001,PRD011,10,16.99,169.9
TXN000308,2026-06-05,STR001,PRD012,8,119.99,959.92
TXN000309,2026-06-05,STR001,PRD013,10,9.99,99.9
TXN000310,2026-06-05,STR001,PRD014,7,44.99,314.93
TXN000311,2026-06-05,STR001,PRD015,9,34.99,314.91
TXN000312,2026-06-05,STR001,PRD016,10,13.99,139.9
TXN000313,2026-06-05,STR001,PRD017,11,22.99,252.89
TXN000314,2026-06-05,STR001,PRD018,14,4.99,69.86
TXN000315,2026-06-05,STR001,PRD019,14,10.99,153.86
TXN000316,2026-06-05,STR001,PRD020,8,14.99,119.92
TXN000317,2026-06-05,STR001,PRD021,7,12.99,90.93
TXN000318,2026-06-05,STR001,PRD022,10,32.99,329.9
TXN000319,2026-06-05,STR001,PRD023,11,24.99,274.89
TXN000320,2026-06-05,STR001,PRD024,8,27.99,223.92
TXN000321,2026-06-05,STR001,PRD025,7,42.99,300.93
TXN000322,2026-06-05,STR002,PRD001,3,49.99,149.97
TXN000323,2026-06-05,STR002,PRD002,2,89.99,179.98
TXN000324,2026-06-05,STR002,PRD003,5,179.99,899.95
TXN000325,2026-06-05,STR002,PRD004,2,34.99,69.98
TXN000326,2026-06-05,STR002,PRD005,5,329.99,1649.95
TXN000327,2026-06-05,STR002,PRD006,4,24.99,99.96
TXN000328,2026-06-05,STR002,PRD007,4,39.99,159.96
TXN000329,2026-06-05,STR002,PRD008,6,79.99,479.94
TXN000330,2026-06-05,STR002,PRD009,5,19.99,99.95
TXN000331,2026-06-05,STR002,PRD010,5,219.99,1099.95
TXN000332,2026-06-05,STR002,PRD011,5,16.99,84.95
TXN000333,2026-06-05,STR002,PRD012,1,119.99,119.99
TXN000334,2026-06-05,STR002,PRD013,5,9.99,49.95
TXN000335,2026-06-05,STR002,PRD014,7,44.99,314.93
TXN000336,2026-06-05,STR002,PRD015,6,34.99,209.94
TXN000337,2026-06-05,STR002,PRD016,12,13.99,167.88
TXN000338,2026-06-05,STR002,PRD017,9,22.99,206.91
TXN000339,2026-06-05,STR002,PRD018,17,4.99,84.83
TXN000340,2026-06-05,STR002,PRD019,16,10.99,175.84
TXN000341,2026-06-05,STR002,PRD020,16,14.99,239.84
TXN000342,2026-06-05,STR002,PRD021,5,12.99,64.95
TXN000343,2026-06-05,STR002,PRD022,6,32.99,197.94
TXN000344,2026-06-05,STR002,PRD023,7,24.99,174.93
TXN000345,2026-06-05,STR002,PRD024,9,27.99,251.91
TXN000346,2026-06-05,STR002,PRD025,5,42.99,214.95
TXN000347,2026-06-05,STR003,PRD001,2,49.99,99.98
TXN000348,2026-06-05,STR003,PRD002,6,89.99,539.94
TXN000349,2026-06-05,STR003,PRD003,3,179.99,539.97
TXN000350,2026-06-05,STR003,PRD004,4,34.99,139.96
TXN000351,2026-06-05,STR003,PRD005,4,329.99,1319.96
TXN000352,2026-06-05,STR003,PRD006,6,24.99,149.94
TXN000353,2026-06-05,STR003,PRD007,7,39.99,279.93
TXN000354,2026-06-05,STR003,PRD008,7,79.99,559.93
TXN000355,2026-06-05,STR003,PRD009,3,19.99,59.97
TXN000356,2026-06-05,STR003,PRD010,6,219.99,1319.94
TXN000357,2026-06-05,STR003,PRD011,8,16.99,135.92
TXN000358,2026-06-05,STR003,PRD012,5,119.99,599.95
TXN000359,2026-06-05,STR003,PRD013,6,9.99,59.94
TXN000360,2026-06-05,STR003,PRD014,4,44.99,179.96
TXN000361,2026-06-05,STR003,PRD015,9,34.99,314.91
TXN000362,2026-06-05,STR003,PRD016,14,13.99,195.86
TXN000363,2026-06-05,STR003,PRD017,8,22.99,183.92
TXN000364,2026-06-05,STR003,PRD018,16,4.99,79.84
TXN000365,2026-06-05,STR003,PRD019,16,10.99,175.84
TXN000366,2026-06-05,STR003,PRD020,11,14.99,164.89
TXN000367,2026-06-05,STR003,PRD021,11,12.99,142.89
TXN000368,2026-06-05,STR003,PRD022,6,32.99,197.94
TXN000369,2026-06-05,STR003,PRD023,10,24.99,249.9
TXN000370,2026-06-05,STR003,PRD024,10,27.99,279.9
TXN000371,2026-06-05,STR003,PRD025,6,42.99,257.94
TXN000372,2026-06-06,STR001,PRD001,5,49.99,249.95
TXN000373,2026-06-06,STR001,PRD002,8,89.99,719.92
TXN000374,2026-06-06,STR001,PRD003,4,179.99,719.96
TXN000375,2026-06-06,STR001,PRD004,6,34.99,209.94
TXN000376,2026-06-06,STR001,PRD005,5,329.99,1649.95
TXN000377,2026-06-06,STR001,PRD006,10,24.99,249.9
TXN000378,2026-06-06,STR001,PRD007,6,39.99,239.94
TXN000379,2026-06-06,STR001,PRD008,9,79.99,719.91
TXN000380,2026-06-06,STR001,PRD009,5,19.99,99.95
TXN000381,2026-06-06,STR001,PRD010,4,219.99,879.96
TXN000382,2026-06-06,STR001,PRD011,9,16.99,152.91
TXN000383,2026-06-06,STR001,PRD012,11,119.99,1319.89
TXN000384,2026-06-06,STR001,PRD013,9,9.99,89.91
TXN000385,2026-06-06,STR001,PRD014,11,44.99,494.89
TXN000386,2026-06-06,STR001,PRD015,11,34.99,384.89
TXN000387,2026-06-06,STR001,PRD016,12,13.99,167.88
TXN000388,2026-06-06,STR001,PRD017,15,22.99,344.85
TXN000389,2026-06-06,STR001,PRD018,22,4.99,109.78
TXN000390,2026-06-06,STR001,PRD019,20,10.99,219.8
TXN000391,2026-06-06,STR001,PRD020,15,14.99,224.85
TXN000392,2026-06-06,STR001,PRD021,11,12.99,142.89
TXN000393,2026-06-06,STR001,PRD022,10,32.99,329.9
TXN000394,2026-06-06,STR001,PRD023,12,24.99,299.88
TXN000395,2026-06-06,STR001,PRD024,15,27.99,419.85
TXN000396,2026-06-06,STR001,PRD025,15,42.99,644.85
TXN000397,2026-06-06,STR002,PRD001,6,49.99,299.94
TXN000398,2026-06-06,STR002,PRD002,4,89.99,359.96
TXN000399,2026-06-06,STR002,PRD003,8,179.99,1439.92
TXN000400,2026-06-06,STR002,PRD004,4,34.99,139.96
TXN000401,2026-06-06,STR002,PRD005,2,329.99,659.98
TXN000402,2026-06-06,STR002,PRD006,6,24.99,149.94
TXN000403,2026-06-06,STR002,PRD007,9,39.99,359.91
TXN000404,2026-06-06,STR002,PRD008,10,79.99,799.9
TXN000405,2026-06-06,STR002,PRD009,10,19.99,199.9
TXN000406,2026-06-06,STR002,PRD010,7,219.99,1539.93
TXN000407,2026-06-06,STR002,PRD011,8,16.99,135.92
TXN000408,2026-06-06,STR002,PRD012,1,119.99,119.99
TXN000409,2026-06-06,STR002,PRD013,12,9.99,119.88
TXN000410,2026-06-06,STR002,PRD014,6,44.99,269.94
TXN000411,2026-06-06,STR002,PRD015,11,34.99,384.89
TXN000412,2026-06-06,STR002,PRD016,15,13.99,209.85
TXN000413,2026-06-06,STR002,PRD017,14,22.99,321.86
TXN000414,2026-06-06,STR002,PRD018,19,4.99,94.81
TXN000415,2026-06-06,STR002,PRD019,12,10.99,131.88
TXN000416,2026-06-06,STR002,PRD020,10,14.99,149.9
TXN000417,2026-06-06,STR002,PRD021,6,12.99,77.94
TXN000418,2026-06-06,STR002,PRD022,10,32.99,329.9
TXN000419,2026-06-06,STR002,PRD023,15,24.99,374.85
TXN000420,2026-06-06,STR002,PRD024,8,27.99,223.92
TXN000421,2026-06-06,STR002,PRD025,15,42.99,644.85
TXN000422,2026-06-06,STR003,PRD001,8,49.99,399.92
TXN000423,2026-06-06,STR003,PRD002,4,89.99,359.96
TXN000424,2026-06-06,STR003,PRD003,5,179.99,899.95
TXN000425,2026-06-06,STR003,PRD004,6,34.99,209.94
TXN000426,2026-06-06,STR003,PRD005,6,329.99,1979.94
TXN000427,2026-06-06,STR003,PRD006,5,24.99,124.95
TXN000428,2026-06-06,STR003,PRD007,5,39.99,199.95
TXN000429,2026-06-06,STR003,PRD008,10,79.99,799.9
TXN000430,2026-06-06,STR003,PRD009,4,19.99,79.96
TXN000431,2026-06-06,STR003,PRD010,1,219.99,219.99
TXN000432,2026-06-06,STR003,PRD011,12,16.99,203.88
TXN000433,2026-06-06,STR003,PRD012,7,119.99,839.93
TXN000434,2026-06-06,STR003,PRD013,6,9.99,59.94
