date,store_id,product_id,stock_on_hand,reorder_status
2026-06-01,STR002,PRD021,132,NORMAL
2026-06-01,STR002,PRD022,50,NORMAL
2026-06-01,STR002,PRD023,97,NORMAL
2026-06-01,STR002,PRD024,95,NORMAL
2026-06-01,STR002,PRD025,48,NORMAL
2026-06-01,STR003,PRD001,95,NORMAL
2026-06-01,STR003,PRD002,48,NORMAL
2026-06-01,STR003,PRD003,43,NORMAL
2026-06-01,STR003,PRD004,103,NORMAL
2026-06-01,STR003,PRD005,28,NORMAL
2026-06-01,STR003,PRD006,124,NORMAL
2026-06-01,STR003,PRD007,103,NORMAL
2026-06-01,STR003,PRD008,51,NORMAL
2026-06-01,STR003,PRD009,66,NORMAL
2026-06-01,STR003,PRD010,18,NORMAL
2026-06-01,STR003,PRD011,117,NORMAL
2026-06-01,STR003,PRD012,28,NORMAL
2026-06-01,STR003,PRD013,176,NORMAL
2026-06-01,STR003,PRD014,77,NORMAL
2026-06-01,STR003,PRD015,84,NORMAL
2026-06-01,STR003,PRD016,129,NORMAL
2026-06-01,STR003,PRD017,74,NORMAL
2026-06-01,STR003,PRD018,255,NORMAL
2026-06-01,STR003,PRD019,110,NORMAL
2026-06-01,STR003,PRD020,71,NORMAL
2026-06-01,STR003,PRD021,124,NORMAL
2026-06-01,STR003,PRD022,61,NORMAL
2026-06-01,STR003,PRD023,95,NORMAL
2026-06-01,STR003,PRD024,103,NORMAL
2026-06-01,STR003,PRD025,56,NORMAL
2026-06-02,STR001,PRD001,93,NORMAL
2026-06-02,STR001,PRD002,42,NORMAL
2026-06-02,STR001,PRD003,37,NORMAL
2026-06-02,STR001,PRD004,98,NORMAL
2026-06-02,STR001,PRD005,23,NORMAL
2026-06-02,STR001,PRD006,137,NORMAL
2026-06-02,STR001,PRD007,88,NORMAL
2026-06-02,STR001,PRD008,57,NORMAL
2026-06-02,STR001,PRD009,49,NORMAL
2026-06-02,STR001,PRD010,19,NORMAL
2026-06-02,STR001,PRD011,87,NORMAL
2026-06-02,STR001,PRD012,16,NORMAL
2026-06-02,STR001,PRD013,175,NORMAL
2026-06-02,STR001,PRD014,48,NORMAL
2026-06-02,STR001,PRD015,66,NORMAL
2026-06-02,STR001,PRD016,123,NORMAL
2026-06-02,STR001,PRD017,56,NORMAL
2026-06-02,STR001,PRD018,181,NORMAL
2026-06-02,STR001,PRD019,95,NORMAL
2026-06-02,STR001,PRD020,78,NORMAL
2026-06-02,STR001,PRD021,108,NORMAL
2026-06-02,STR001,PRD022,63,NORMAL
2026-06-02,STR001,PRD023,105,NORMAL
2026-06-02,STR001,PRD024,101,NORMAL
2026-06-02,STR001,PRD025,31,NORMAL
2026-06-02,STR002,PRD001,99,NORMAL
2026-06-02,STR002,PRD002,44,NORMAL
2026-06-02,STR002,PRD003,33,NORMAL
2026-06-02,STR002,PRD004,94,NORMAL
2026-06-02,STR002,PRD005,28,NORMAL
2026-06-02,STR002,PRD006,138,NORMAL
2026-06-02,STR002,PRD007,92,NORMAL
2026-06-02,STR002,PRD008,52,NORMAL
2026-06-02,STR002,PRD009,58,NORMAL
2026-06-02,STR002,PRD010,20,NORMAL
2026-06-02,STR002,PRD011,96,NORMAL
2026-06-02,STR002,PRD012,380,OVERSTOCKED
2026-06-02,STR002,PRD013,185,NORMAL
2026-06-02,STR002,PRD014,70,NORMAL
2026-06-02,STR002,PRD015,70,NORMAL
2026-06-02,STR002,PRD016,141,NORMAL
2026-06-02,STR002,PRD017,60,NORMAL
2026-06-02,STR002,PRD018,223,NORMAL
2026-06-02,STR002,PRD019,76,NORMAL
2026-06-02,STR002,PRD020,64,NORMAL
2026-06-02,STR002,PRD021,126,NORMAL
2026-06-02,STR002,PRD022,42,NORMAL
2026-06-02,STR002,PRD023,88,NORMAL
2026-06-02,STR002,PRD024,83,NORMAL
2026-06-02,STR002,PRD025,40,NORMAL
2026-06-02,STR003,PRD001,89,NORMAL
2026-06-02,STR003,PRD002,45,NORMAL
2026-06-02,STR003,PRD003,39,NORMAL
2026-06-02,STR003,PRD004,97,NORMAL
2026-06-02,STR003,PRD005,22,NORMAL
2026-06-02,STR003,PRD006,118,NORMAL
2026-06-02,STR003,PRD007,99,NORMAL
2026-06-02,STR003,PRD008,45,NORMAL
2026-06-02,STR003,PRD009,60,NORMAL
2026-06-02,STR003,PRD010,14,NORMAL
2026-06-02,STR003,PRD011,113,NORMAL
2026-06-02,STR003,PRD012,24,NORMAL
2026-06-02,STR003,PRD013,167,NORMAL
2026-06-02,STR003,PRD014,70,NORMAL
2026-06-02,STR003,PRD015,78,NORMAL
2026-06-02,STR003,PRD016,115,NORMAL
2026-06-02,STR003,PRD017,60,NORMAL
2026-06-02,STR003,PRD018,240,NORMAL
2026-06-02,STR003,PRD019,102,NORMAL
2026-06-02,STR003,PRD020,62,NORMAL
2026-06-02,STR003,PRD021,119,NORMAL
2026-06-02,STR003,PRD022,50,NORMAL
2026-06-02,STR003,PRD023,85,NORMAL
2026-06-02,STR003,PRD024,97,NORMAL
2026-06-02,STR003,PRD025,48,NORMAL
2026-06-03,STR001,PRD001,90,NORMAL
2026-06-03,STR001,PRD002,39,NORMAL
2026-06-03,STR001,PRD003,33,NORMAL
2026-06-03,STR001,PRD004,93,NORMAL
2026-06-03,STR001,PRD005,20,NORMAL
2026-06-03,STR001,PRD006,131,NORMAL
2026-06-03,STR001,PRD007,84,NORMAL
2026-06-03,STR001,PRD008,52,NORMAL
2026-06-03,STR001,PRD009,43,NORMAL
2026-06-03,STR001,PRD010,15,NORMAL
2026-06-03,STR001,PRD011,77,NORMAL
2026-06-03,STR001,PRD012,12,LOW_STOCK
2026-06-03,STR001,PRD013,165,NORMAL
2026-06-03,STR001,PRD014,38,NORMAL
2026-06-03,STR001,PRD015,56,NORMAL
2026-06-03,STR001,PRD016,107,NORMAL
2026-06-03,STR001,PRD017,47,NORMAL
2026-06-03,STR001,PRD018,169,NORMAL
2026-06-03,STR001,PRD019,79,NORMAL
2026-06-03,STR001,PRD020,70,NORMAL
2026-06-03,STR001,PRD021,102,NORMAL
2026-06-03,STR001,PRD022,55,NORMAL
2026-06-03,STR001,PRD023,98,NORMAL
2026-06-03,STR001,PRD024,90,NORMAL
2026-06-03,STR001,PRD025,19,LOW_STOCK
2026-06-03,STR002,PRD001,96,NORMAL
2026-06-03,STR002,PRD002,39,NORMAL
2026-06-03,STR002,PRD003,31,NORMAL
2026-06-03,STR002,PRD004,91,NORMAL
2026-06-03,STR002,PRD005,23,NORMAL
2026-06-03,STR002,PRD006,135,NORMAL
2026-06-03,STR002,PRD007,86,NORMAL
2026-06-03,STR002,PRD008,47,NORMAL
2026-06-03,STR002,PRD009,52,NORMAL
2026-06-03,STR002,PRD010,15,NORMAL
2026-06-03,STR002,PRD011,89,NORMAL
2026-06-03,STR002,PRD012,380,OVERSTOCKED
2026-06-03,STR002,PRD013,176,NORMAL
2026-06-03,STR002,PRD014,60,NORMAL
2026-06-03,STR002,PRD015,62,NORMAL
2026-06-03,STR002,PRD016,126,NORMAL
2026-06-03,STR002,PRD017,50,NORMAL
2026-06-03,STR002,PRD018,208,NORMAL
2026-06-03,STR002,PRD019,64,NORMAL
2026-06-03,STR002,PRD020,53,NORMAL
2026-06-03,STR002,PRD021,121,NORMAL
2026-06-03,STR002,PRD022,37,NORMAL
2026-06-03,STR002,PRD023,78,NORMAL
2026-06-03,STR002,PRD024,78,NORMAL
2026-06-03,STR002,PRD025,35,NORMAL
2026-06-03,STR003,PRD001,83,NORMAL
2026-06-03,STR003,PRD002,40,NORMAL
2026-06-03,STR003,PRD003,35,NORMAL
2026-06-03,STR003,PRD004,91,NORMAL
2026-06-03,STR003,PRD005,19,NORMAL
2026-06-03,STR003,PRD006,115,NORMAL
2026-06-03,STR003,PRD007,92,NORMAL
2026-06-03,STR003,PRD008,42,NORMAL
2026-06-03,STR003,PRD009,56,NORMAL
2026-06-03,STR003,PRD010,11,NORMAL
2026-06-03,STR003,PRD011,105,NORMAL
2026-06-03,STR003,PRD012,20,NORMAL
2026-06-03,STR003,PRD013,158,NORMAL
2026-06-03,STR003,PRD014,60,NORMAL
2026-06-03,STR003,PRD015,73,NORMAL
2026-06-03,STR003,PRD016,101,NORMAL
2026-06-03,STR003,PRD017,51,NORMAL
2026-06-03,STR003,PRD018,229,NORMAL
2026-06-03,STR003,PRD019,94,NORMAL
2026-06-03,STR003,PRD020,53,NORMAL
2026-06-03,STR003,PRD021,108,NORMAL
2026-06-03,STR003,PRD022,40,NORMAL
2026-06-03,STR003,PRD023,76,NORMAL
2026-06-03,STR003,PRD024,89,NORMAL
2026-06-03,STR003,PRD025,38,NORMAL
2026-06-04,STR001,PRD001,87,NORMAL
2026-06-04,STR001,PRD002,35,NORMAL
2026-06-04,STR001,PRD003,30,NORMAL
2026-06-04,STR001,PRD004,90,NORMAL
2026-06-04,STR001,PRD005,16,NORMAL
2026-06-04,STR001,PRD006,125,NORMAL
2026-06-04,STR001,PRD007,79,NORMAL
2026-06-04,STR001,PRD008,49,NORMAL
2026-06-04,STR001,PRD009,40,NORMAL
2026-06-04,STR001,PRD010,9,LOW_STOCK
2026-06-04,STR001,PRD011,69,NORMAL
2026-06-04,STR001,PRD012,8,LOW_STOCK
2026-06-04,STR001,PRD013,161,NORMAL
2026-06-04,STR001,PRD014,30,NORMAL
2026-06-04,STR001,PRD015,51,NORMAL
2026-06-04,STR001,PRD016,91,NORMAL
2026-06-04,STR001,PRD017,35,NORMAL
2026-06-04,STR001,PRD018,155,NORMAL
2026-06-04,STR001,PRD019,66,NORMAL
2026-06-04,STR001,PRD020,61,NORMAL
2026-06-04,STR001,PRD021,94,NORMAL
2026-06-04,STR001,PRD022,45,NORMAL
2026-06-04,STR001,PRD023,89,NORMAL
2026-06-04,STR001,PRD024,83,NORMAL
2026-06-04,STR001,PRD025,7,LOW_STOCK
2026-06-04,STR002,PRD001,90,NORMAL
2026-06-04,STR002,PRD002,35,NORMAL
2026-06-04,STR002,PRD003,25,NORMAL
2026-06-04,STR002,PRD004,85,NORMAL
2026-06-04,STR002,PRD005,21,NORMAL
2026-06-04,STR002,PRD006,127,NORMAL
2026-06-04,STR002,PRD007,79,NORMAL
2026-06-04,STR002,PRD008,42,NORMAL
2026-06-04,STR002,PRD009,44,NORMAL
2026-06-04,STR002,PRD010,12,NORMAL
2026-06-04,STR002,PRD011,84,NORMAL
2026-06-04,STR002,PRD012,380,OVERSTOCKED
2026-06-04,STR002,PRD013,172,NORMAL
2026-06-04,STR002,PRD014,51,NORMAL
2026-06-04,STR002,PRD015,54,NORMAL
2026-06-04,STR002,PRD016,116,NORMAL
2026-06-04,STR002,PRD017,38,NORMAL
2026-06-04,STR002,PRD018,192,NORMAL
2026-06-04,STR002,PRD019,53,NORMAL
2026-06-04,STR002,PRD020,40,NORMAL
2026-06-04,STR002,PRD021,113,NORMAL
2026-06-04,STR002,PRD022,28,NORMAL
2026-06-04,STR002,PRD023,66,NORMAL
2026-06-04,STR002,PRD024,69,NORMAL
2026-06-04,STR002,PRD025,30,NORMAL
2026-06-04,STR003,PRD001,81,NORMAL
2026-06-04,STR003,PRD002,35,NORMAL
2026-06-04,STR003,PRD003,32,NORMAL
2026-06-04,STR003,PRD004,89,NORMAL
2026-06-04,STR003,PRD005,17,NORMAL
2026-06-04,STR003,PRD006,110,NORMAL
2026-06-04,STR003,PRD007,88,NORMAL
2026-06-04,STR003,PRD008,34,NORMAL
2026-06-04,STR003,PRD009,51,NORMAL
2026-06-04,STR003,PRD010,7,LOW_STOCK
2026-06-04,STR003,PRD011,98,NORMAL
2026-06-04,STR003,PRD012,12,LOW_STOCK
2026-06-04,STR003,PRD013,151,NORMAL
2026-06-04,STR003,PRD014,52,NORMAL
2026-06-04,STR003,PRD015,69,NORMAL
2026-06-04,STR003,PRD016,92,NORMAL
2026-06-04,STR003,PRD017,42,NORMAL
2026-06-04,STR003,PRD018,219,NORMAL
2026-06-04,STR003,PRD019,78,NORMAL
2026-06-04,STR003,PRD020,45,NORMAL
2026-06-04,STR003,PRD021,98,NORMAL
2026-06-04,STR003,PRD022,33,NORMAL
2026-06-04,STR003,PRD023,65,NORMAL
2026-06-04,STR003,PRD024,82,NORMAL
2026-06-04,STR003,PRD025,33,NORMAL
2026-06-05,STR001,PRD001,83,NORMAL
2026-06-05,STR001,PRD002,31,NORMAL
2026-06-05,STR001,PRD003,28,NORMAL
2026-06-05,STR001,PRD004,86,NORMAL
2026-06-05,STR001,PRD005,13,NORMAL
2026-06-05,STR001,PRD006,117,NORMAL
2026-06-05,STR001,PRD007,75,NORMAL
2026-06-05,STR001,PRD008,41,NORMAL
2026-06-05,STR001,PRD009,37,NORMAL
2026-06-05,STR001,PRD010,4,LOW_STOCK
2026-06-05,STR001,PRD011,59,NORMAL
2026-06-05,STR001,PRD012,0,OUT_OF_STOCK
2026-06-05,STR001,PRD013,151,NORMAL
2026-06-05,STR001,PRD014,23,LOW_STOCK
2026-06-05,STR001,PRD015,42,NORMAL
2026-06-05,STR001,PRD016,81,NORMAL
2026-06-05,STR001,PRD017,24,LOW_STOCK
2026-06-05,STR001,PRD018,141,NORMAL
2026-06-05,STR001,PRD019,52,NORMAL
2026-06-05,STR001,PRD020,53,NORMAL
2026-06-05,STR001,PRD021,87,NORMAL
2026-06-05,STR001,PRD022,35,NORMAL
2026-06-05,STR001,PRD023,78,NORMAL
2026-06-05,STR001,PRD024,75,NORMAL
2026-06-05,STR001,PRD025,0,OUT_OF_STOCK
2026-06-05,STR002,PRD001,87,NORMAL
2026-06-05,STR002,PRD002,33,NORMAL
2026-06-05,STR002,PRD003,20,NORMAL
2026-06-05,STR002,PRD004,83,NORMAL
2026-06-05,STR002,PRD005,16,NORMAL
2026-06-05,STR002,PRD006,123,NORMAL
2026-06-05,STR002,PRD007,75,NORMAL
2026-06-05,STR002,PRD008,36,NORMAL
2026-06-05,STR002,PRD009,39,NORMAL
2026-06-05,STR002,PRD010,7,LOW_STOCK
2026-06-05,STR002,PRD011,79,NORMAL
2026-06-05,STR002,PRD012,379,OVERSTOCKED
2026-06-05,STR002,PRD013,167,NORMAL
2026-06-05,STR002,PRD014,44,NORMAL
2026-06-05,STR002,PRD015,48,NORMAL
2026-06-05,STR002,PRD016,104,NORMAL
2026-06-05,STR002,PRD017,29,LOW_STOCK
2026-06-05,STR002,PRD018,175,NORMAL
2026-06-05,STR002,PRD019,37,LOW_STOCK
2026-06-05,STR002,PRD020,24,LOW_STOCK
2026-06-05,STR002,PRD021,108,NORMAL
2026-06-05,STR002,PRD022,22,LOW_STOCK
2026-06-05,STR002,PRD023,59,NORMAL
2026-06-05,STR002,PRD024,60,NORMAL
2026-06-05,STR002,PRD025,25,NORMAL
2026-06-05,STR003,PRD001,79,NORMAL
2026-06-05,STR003,PRD002,29,NORMAL
2026-06-05,STR003,PRD003,29,NORMAL
2026-06-05,STR003,PRD004,85,NORMAL
2026-06-05,STR003,PRD005,13,NORMAL
2026-06-05,STR003,PRD006,104,NORMAL
2026-06-05,STR003,PRD007,81,NORMAL
2026-06-05,STR003,PRD008,27,NORMAL
2026-06-05,STR003,PRD009,48,NORMAL
2026-06-05,STR003,PRD010,1,LOW_STOCK
2026-06-05,STR003,PRD011,90,NORMAL
2026-06-05,STR003,PRD012,7,LOW_STOCK
2026-06-05,STR003,PRD013,145,NORMAL
2026-06-05,STR003,PRD014,48,NORMAL
2026-06-05,STR003,PRD015,60,NORMAL
2026-06-05,STR003,PRD016,78,NORMAL
2026-06-05,STR003,PRD017,34,NORMAL
2026-06-05,STR003,PRD018,203,NORMAL
2026-06-05,STR003,PRD019,62,NORMAL
2026-06-05,STR003,PRD020,34,LOW_STOCK
2026-06-05,STR003,PRD021,87,NORMAL
2026-06-05,STR003,PRD022,27,NORMAL
2026-06-05,STR003,PRD023,55,NORMAL
2026-06-05,STR003,PRD024,72,NORMAL
2026-06-05,STR003,PRD025,27,NORMAL
2026-06-06,STR001,PRD001,78,NORMAL
2026-06-06,STR001,PRD002,23,NORMAL
2026-06-06,STR001,PRD003,24,NORMAL
2026-06-06,STR001,PRD004,80,NORMAL
2026-06-06,STR001,PRD005,8,LOW_STOCK
2026-06-06,STR001,PRD006,107,NORMAL
2026-06-06,STR001,PRD007,69,NORMAL
2026-06-06,STR001,PRD008,32,NORMAL
2026-06-06,STR001,PRD009,32,NORMAL
2026-06-06,STR001,PRD010,0,OUT_OF_STOCK
2026-06-06,STR001,PRD011,50,NORMAL
2026-06-06,STR001,PRD012,17,NORMAL
2026-06-06,STR001,PRD013,142,NORMAL
2026-06-06,STR001,PRD014,12,LOW_STOCK
2026-06-06,STR001,PRD015,31,NORMAL
2026-06-06,STR001,PRD016,69,NORMAL
2026-06-06,STR001,PRD017,9,LOW_STOCK
2026-06-06,STR001,PRD018,119,NORMAL
2026-06-06,STR001,PRD019,32,LOW_STOCK
2026-06-06,STR001,PRD020,38,NORMAL
2026-06-06,STR001,PRD021,76,NORMAL
2026-06-06,STR001,PRD022,25,LOW_STOCK
2026-06-06,STR001,PRD023,66,NORMAL
2026-06-06,STR001,PRD024,60,NORMAL
2026-06-06,STR001,PRD025,26,NORMAL
2026-06-06,STR002,PRD001,81,NORMAL
2026-06-06,STR002,PRD002,29,NORMAL
2026-06-06,STR002,PRD003,12,LOW_STOCK
2026-06-06,STR002,PRD004,79,NORMAL
2026-06-06,STR002,PRD005,14,NORMAL
2026-06-06,STR002,PRD006,117,NORMAL
2026-06-06,STR002,PRD007,66,NORMAL
2026-06-06,STR002,PRD008,26,NORMAL
2026-06-06,STR002,PRD009,29,NORMAL
2026-06-06,STR002,PRD010,0,OUT_OF_STOCK
2026-06-06,STR002,PRD011,71,NORMAL
2026-06-06,STR002,PRD012,378,OVERSTOCKED
2026-06-06,STR002,PRD013,155,NORMAL
2026-06-06,STR002,PRD014,38,NORMAL
2026-06-06,STR002,PRD015,37,NORMAL
2026-06-06,STR002,PRD016,89,NORMAL
2026-06-06,STR002,PRD017,15,LOW_STOCK
2026-06-06,STR002,PRD018,156,NORMAL
2026-06-06,STR002,PRD019,25,LOW_STOCK
2026-06-06,STR002,PRD020,14,LOW_STOCK
2026-06-06,STR002,PRD021,102,NORMAL
2026-06-06,STR002,PRD022,12,LOW_STOCK
2026-06-06,STR002,PRD023,44,NORMAL
2026-06-06,STR002,PRD024,52,NORMAL
2026-06-06,STR002,PRD025,10,LOW_STOCK
2026-06-06,STR003,PRD001,71,NORMAL
2026-06-06,STR003,PRD002,25,NORMAL
2026-06-06,STR003,PRD003,24,NORMAL
2026-06-06,STR003,PRD004,79,NORMAL
2026-06-06,STR003,PRD005,7,LOW_STOCK
2026-06-06,STR003,PRD006,99,NORMAL
2026-06-06,STR003,PRD007,76,NORMAL
2026-06-06,STR003,PRD008,17,LOW_STOCK
2026-06-06,STR003,PRD009,44,NORMAL
2026-06-06,STR003,PRD010,0,OUT_OF_STOCK
2026-06-06,STR003,PRD011,78,NORMAL
2026-06-06,STR003,PRD012,0,OUT_OF_STOCK
2026-06-06,STR003,PRD013,139,NORMAL
2026-06-06,STR003,PRD014,42,NORMAL
2026-06-06,STR003,PRD015,48,NORMAL
2026-06-06,STR003,PRD016,58,NORMAL
2026-06-06,STR003,PRD017,15,LOW_STOCK
2026-06-06,STR003,PRD018,183,NORMAL
2026-06-06,STR003,PRD019,48,NORMAL
2026-06-06,STR003,PRD020,23,LOW_STOCK
2026-06-06,STR003,PRD021,72,NORMAL
2026-06-06,STR003,PRD022,18,LOW_STOCK
2026-06-06,STR003,PRD023,43,NORMAL
2026-06-06,STR003,PRD024,57,NORMAL
2026-06-06,STR003,PRD025,13,LOW_STOCK
2026-06-07,STR001,PRD001,72,NORMAL
2026-06-07,STR001,PRD002,19,LOW_STOCK
2026-06-07,STR001,PRD003,20,NORMAL
2026-06-07,STR001,PRD004,74,NORMAL
2026-06-07,STR001,PRD005,3,LOW_STOCK
2026-06-07,STR001,PRD006,102,NORMAL
2026-06-07,STR001,PRD007,59,NORMAL
2026-06-07,STR001,PRD008,26,NORMAL
2026-06-07,STR001,PRD009,23,LOW_STOCK
2026-06-07,STR001,PRD010,0,OUT_OF_STOCK
2026-06-07,STR001,PRD011,44,NORMAL
2026-06-07,STR001,PRD012,9,LOW_STOCK
2026-06-07,STR001,PRD013,137,NORMAL
2026-06-07,STR001,PRD014,1,LOW_STOCK
2026-06-07,STR001,PRD015,23,LOW_STOCK
2026-06-07,STR001,PRD016,54,NORMAL
2026-06-07,STR001,PRD017,59,NORMAL
2026-06-07,STR001,PRD018,98,NORMAL
2026-06-07,STR001,PRD019,12,LOW_STOCK
2026-06-07,STR001,PRD020,27,LOW_STOCK
2026-06-07,STR001,PRD021,67,NORMAL
2026-06-07,STR001,PRD022,15,LOW_STOCK
2026-06-07,STR001,PRD023,52,NORMAL
2026-06-07,STR001,PRD024,51,NORMAL
2026-06-07,STR001,PRD025,16,LOW_STOCK
2026-06-07,STR002,PRD001,75,NORMAL
2026-06-07,STR002,PRD002,23,NORMAL
2026-06-07,STR002,PRD003,7,LOW_STOCK
2026-06-07,STR002,PRD004,71,NORMAL
2026-06-07,STR002,PRD005,8,LOW_STOCK
2026-06-07,STR002,PRD006,113,NORMAL
2026-06-07,STR002,PRD007,61,NORMAL
2026-06-07,STR002,PRD008,18,LOW_STOCK
2026-06-07,STR002,PRD009,20,LOW_STOCK
2026-06-07,STR002,PRD010,19,NORMAL
2026-06-07,STR002,PRD011,59,NORMAL
2026-06-07,STR002,PRD012,378,OVERSTOCKED
2026-06-07,STR002,PRD013,145,NORMAL
2026-06-07,STR002,PRD014,29,NORMAL
2026-06-07,STR002,PRD015,28,LOW_STOCK
2026-06-07,STR002,PRD016,73,NORMAL
2026-06-07,STR002,PRD017,0,OUT_OF_STOCK
2026-06-07,STR002,PRD018,134,NORMAL
2026-06-07,STR002,PRD019,7,LOW_STOCK
2026-06-07,STR002,PRD020,0,OUT_OF_STOCK
2026-06-07,STR002,PRD021,92,NORMAL
2026-06-07,STR002,PRD022,0,OUT_OF_STOCK
2026-06-07,STR002,PRD023,34,LOW_STOCK
2026-06-07,STR002,PRD024,38,LOW_STOCK
2026-06-07,STR002,PRD025,4,LOW_STOCK
2026-06-07,STR003,PRD001,65,NORMAL
2026-06-07,STR003,PRD002,20,LOW_STOCK
2026-06-07,STR003,PRD003,19,NORMAL
2026-06-07,STR003,PRD004,73,NORMAL
2026-06-07,STR003,PRD005,3,LOW_STOCK
2026-06-07,STR003,PRD006,91,NORMAL
2026-06-07,STR003,PRD007,71,NORMAL
2026-06-07,STR003,PRD008,8,LOW_STOCK
2026-06-07,STR003,PRD009,35,NORMAL
2026-06-07,STR003,PRD010,0,OUT_OF_STOCK
2026-06-07,STR003,PRD011,69,NORMAL
2026-06-07,STR003,PRD012,0,OUT_OF_STOCK
2026-06-07,STR003,PRD013,129,NORMAL
2026-06-07,STR003,PRD014,31,NORMAL
2026-06-07,STR003,PRD015,43,NORMAL
2026-06-07,STR003,PRD016,47,LOW_STOCK
2026-06-07,STR003,PRD017,0,OUT_OF_STOCK
2026-06-07,STR003,PRD018,171,NORMAL
2026-06-07,STR003,PRD019,29,LOW_STOCK
2026-06-07,STR003,PRD020,13,LOW_STOCK
2026-06-07,STR003,PRD021,61,NORMAL
2026-06-07,STR003,PRD022,4,LOW_STOCK
2026-06-07,STR003,PRD023,31,LOW_STOCK
2026-06-07,STR003,PRD024,42,LOW_STOCK
2026-06-07,STR003,PRD025,1,LOW_STOCK
2026-06-08,STR001,PRD001,67,NORMAL
2026-06-08,STR001,PRD002,15,LOW_STOCK
2026-06-08,STR001,PRD003,17,NORMAL
2026-06-08,STR001,PRD004,70,NORMAL
2026-06-08,STR001,PRD005,1,LOW_STOCK
2026-06-08,STR001,PRD006,96,NORMAL
2026-06-08,STR001,PRD007,56,NORMAL
2026-06-08,STR001,PRD008,18,LOW_STOCK
2026-06-08,STR001,PRD009,20,LOW_STOCK
2026-06-08,STR001,PRD010,16,NORMAL
2026-06-08,STR001,PRD011,39,LOW_STOCK
2026-06-08,STR001,PRD012,5,LOW_STOCK
2026-06-08,STR001,PRD013,127,NORMAL
2026-06-08,STR001,PRD014,0,OUT_OF_STOCK
2026-06-08,STR001,PRD015,19,LOW_STOCK
2026-06-08,STR001,PRD016,46,LOW_STOCK
2026-06-08,STR001,PRD017,48,NORMAL
2026-06-08,STR001,PRD018,86,NORMAL
2026-06-08,STR001,PRD019,90,NORMAL
2026-06-08,STR001,PRD020,16,LOW_STOCK
2026-06-08,STR001,PRD021,60,NORMAL
2026-06-08,STR001,PRD022,3,LOW_STOCK
2026-06-08,STR001,PRD023,46,NORMAL
2026-06-08,STR001,PRD024,43,LOW_STOCK
2026-06-08,STR001,PRD025,7,LOW_STOCK
2026-06-08,STR002,PRD001,71,NORMAL
2026-06-08,STR002,PRD002,20,LOW_STOCK
2026-06-08,STR002,PRD003,1,LOW_STOCK
2026-06-08,STR002,PRD004,69,NORMAL
2026-06-08,STR002,PRD005,5,LOW_STOCK
2026-06-08,STR002,PRD006,108,NORMAL
2026-06-08,STR002,PRD007,58,NORMAL
2026-06-08,STR002,PRD008,11,LOW_STOCK
2026-06-08,STR002,PRD009,17,LOW_STOCK
2026-06-08,STR002,PRD010,14,NORMAL
2026-06-08,STR002,PRD011,51,NORMAL
2026-06-08,STR002,PRD012,378,OVERSTOCKED
2026-06-08,STR002,PRD013,138,NORMAL
2026-06-08,STR002,PRD014,22,LOW_STOCK
2026-06-08,STR002,PRD015,23,LOW_STOCK
2026-06-08,STR002,PRD016,64,NORMAL
